18832,"Jun 18, 2024, 5:30:08 PM PST",Music,"entertaining,informative,trending,viral,educational,mature",animated,"showcase,commentary,guide,compilation,reaction,highlights","storytelling,entertainment,educational"
18833,"Jun 18, 2024, 5:23:40 PM PST",Entertainment,"trending,informative,entertaining,viral,mature,controversial,educational","professional,high_production","showcase,guide,highlights,reaction,compilation,interview,commentary,analysis,review,stream_highlights,documentary","skill_development,social_commentary,analysis,entertainment,storytelling,educational,product_review,news"
18416,"Jun 27, 2024, 6:09:53 AM PST",Music,"informative,entertaining,trending,viral,educational,controversial,mature,family_friendly","high_production,edited,studio_quality,animated,live_recording","reaction,stream_highlights,analysis,showcase,commentary,compilation,guide,review,highlights,podcast,walkthrough,tutorial","skill_development,analysis,personal_vlog,storytelling,educational,social_commentary,product_review,entertainment"
18834,"Jun 18, 2024, 5:23:24 PM PST",Music,"trending,entertaining,viral,informative,mature,educational,family_friendly,controversial","professional,animated,high_production","showcase,reaction,guide,highlights,commentary,compilation,review,analysis,documentary","storytelling,entertainment,educational,analysis,promotional"
18835,"Jun 18, 2024, 5:17:58 PM PST",Comedy,"trending,entertaining,viral,informative,family_friendly,mature,controversial,educational","animated,professional","reaction,compilation,guide,commentary,showcase,highlights,analysis,review,tutorial,documentary","storytelling,entertainment,analysis,educational,promotional,skill_development"
18417,"Jun 27, 2024, 5:38:22 AM PST",Comedy,"entertaining,trending,informative,viral,controversial,mature,educational","professional,animated","podcast,tutorial,showcase,highlights,documentary,guide","entertainment,educational,storytelling,skill_development"
18836,"Jun 18, 2024, 5:13:41 PM PST",Music,"entertaining,trending,informative,mature,viral,educational","high_production,edited","compilation,showcase,podcast,highlights,guide","storytelling,educational"
18418,"Jun 27, 2024, 5:24:50 AM PST",Music,"entertaining,trending,informative,family_friendly,viral,educational","professional,edited","compilation,showcase,highlights,guide","entertainment,educational"
18837,"Jun 18, 2024, 5:11:39 PM PST",Comedy,"entertaining,trending,informative,viral,mature,controversial,educational,family_friendly","animated,professional","reaction,guide,commentary,showcase,compilation,highlights,analysis,review,tutorial,documentary","storytelling,entertainment,analysis,educational"
18838,"Jun 18, 2024, 5:09:17 PM PST",Comedy,"trending,informative,entertaining,viral,mature,controversial,educational,family_friendly","professional,animated","showcase,guide,reaction,compilation,highlights,commentary,analysis,review","storytelling,educational,entertainment,analysis"
18419,"Jun 27, 2024, 5:21:14 AM PST",Music,"entertaining,trending,viral,informative,controversial,family_friendly,educational","raw_footage,high_production","compilation,podcast,highlights,showcase,reaction,commentary,stream_highlights,guide,documentary,review","entertainment,storytelling,educational,skill_development"
18839,"Jun 18, 2024, 5:09:16 PM PST",Music,"entertaining,family_friendly,trending,viral,informative,mature,educational","high_production,professional,studio_quality","showcase,highlights","entertainment,educational,storytelling"
18840,"Jun 18, 2024, 5:09:05 PM PST",Entertainment,"entertaining,trending,informative,viral,family_friendly,controversial,educational",animated,"reaction,compilation,showcase,commentary,guide,highlights","storytelling,entertainment,educational"
18420,"Jun 27, 2024, 5:16:14 AM PST",Entertainment,"entertaining,viral,trending,informative,controversial","high_production,animated,edited","compilation,showcase,reaction,highlights,guide",entertainment
18841,"Jun 18, 2024, 5:05:22 PM PST",Music,"trending,entertaining,viral,informative,controversial,mature,family_friendly,educational","professional,animated,edited","reaction,compilation,showcase,guide,commentary,highlights,analysis,documentary,review,tutorial,interview","storytelling,entertainment,analysis,educational,promotional,skill_development,news"
18842,"Jun 18, 2024, 5:03:18 PM PST",Music,"trending,entertaining,viral,informative,mature,family_friendly,educational,controversial","animated,professional","reaction,commentary,showcase,compilation,guide,highlights,analysis,podcast,review,tutorial,documentary","storytelling,entertainment,educational,analysis,skill_development,promotional"
