25912,"Mar 19, 2024, 8:46:53 AM PST",Tutorial,"educational,informative,trending,family_friendly,viral,entertaining",,"guide,tutorial,podcast,showcase,review,compilation,walkthrough",educational
26328,"Mar 14, 2024, 1:04:21 PM PST",Music,"trending,entertaining,informative,viral","high_production,professional","showcase,highlights,reaction","entertainment,storytelling,promotional"
25913,"Mar 19, 2024, 8:45:21 AM PST",Shorts,"trending,viral,entertaining,informative,controversial",animated,"showcase,reaction,compilation,highlights","entertainment,promotional,storytelling,news"
26329,"Mar 14, 2024, 1:03:51 PM PST",Music,"entertaining,viral,trending,informative,controversial,mature","high_production,professional","compilation,showcase,highlights,reaction,commentary,guide","entertainment,promotional,storytelling"
25914,"Mar 19, 2024, 8:44:54 AM PST",Technology,"controversial,trending,informative","edited,raw_footage,live_recording,high_production,studio_quality","highlights,reaction,commentary,stream_highlights,guide,compilation,interview,review,showcase","news,social_commentary,product_review"
25915,"Mar 19, 2024, 8:44:41 AM PST",Entertainment,"controversial,entertaining,informative,trending,viral,clickbait","edited,animated,raw_footage","reaction,commentary,highlights,analysis,compilation","storytelling,news,entertainment,social_commentary,promotional,analysis"
26330,"Mar 14, 2024, 1:00:47 PM PST",Music,"trending,viral,entertaining,informative,mature,controversial","high_production,professional,studio_quality","showcase,highlights,stream_highlights","promotional,entertainment,storytelling"
25916,"Mar 19, 2024, 8:44:30 AM PST",Shorts,"trending,viral,informative,entertaining,controversial",edited,"reaction,guide",
26331,"Mar 14, 2024, 12:58:43 PM PST",Reviews,"controversial,trending,informative,viral",edited,"highlights,compilation",
25917,"Mar 19, 2024, 8:44:22 AM PST",Technology,"trending,controversial,informative,entertaining,viral","high_production,edited","showcase,compilation,guide,highlights,stream_highlights","product_review,entertainment,news"
25918,"Mar 18, 2024, 4:51:23 PM PST",Music,"controversial,trending,viral,entertaining","high_production,studio_quality,animated","showcase,documentary,reaction,stream_highlights,highlights,commentary","promotional,entertainment"
26332,"Mar 14, 2024, 12:58:05 PM PST",Entertainment,"entertaining,viral,trending,family_friendly,mature,informative","professional,high_production,studio_quality","showcase,highlights","storytelling,entertainment,promotional"
25919,"Mar 18, 2024, 4:46:27 PM PST",Music,"entertaining,trending,viral,informative,mature,controversial,educational","professional,high_production,animated","showcase,compilation,highlights","entertainment,promotional,educational,storytelling"
25920,"Mar 18, 2024, 4:38:46 PM PST",Entertainment,"viral,entertaining,trending,informative,educational,mature,controversial,family_friendly","animated,professional,high_production","showcase,reaction,analysis,documentary,stream_highlights,highlights,guide,compilation,review,commentary,interview","entertainment,storytelling,analysis,educational,skill_development,social_commentary,promotional,product_review,news"
