1000,self-improvement and personal growth,0.5687918066978455,"Feb 7, 2025, 5:41:17 AM PST",NEGATIVE,0.8904731869697571
1000,motivation and mental strength,0.38120290637016296,"Feb 7, 2025, 5:41:17 AM PST",NEGATIVE,0.8904731869697571
2000,self-improvement and personal growth,0.8607029914855957,"Feb 2, 2025, 8:44:27 AM PST",NEGATIVE,0.9486642479896545
2000,self-care practices,0.6064206957817078,"Feb 2, 2025, 8:44:27 AM PST",NEGATIVE,0.9486642479896545
2000,motivation and mental strength,0.5520734786987305,"Feb 2, 2025, 8:44:27 AM PST",NEGATIVE,0.9486642479896545
2000,mental health experiences,0.40099772810935974,"Feb 2, 2025, 8:44:27 AM PST",NEGATIVE,0.9486642479896545
2000,mindfulness and mental wellness,0.3098660707473755,"Feb 2, 2025, 8:44:27 AM PST",NEGATIVE,0.9486642479896545
2001,self-improvement and personal growth,0.5888381600379944,"Feb 2, 2025, 8:44:01 AM PST",POSITIVE,0.8609537482261658
2001,motivation and mental strength,0.37241971492767334,"Feb 2, 2025, 8:44:01 AM PST",POSITIVE,0.8609537482261658
3001,self-improvement and personal growth,0.8097524642944336,"Jan 24, 2025, 9:06:17 PM PST",POSITIVE,0.8408308029174805
3001,mindfulness and mental wellness,0.6255576610565186,"Jan 24, 2025, 9:06:17 PM PST",POSITIVE,0.8408308029174805
3001,self-care practices,0.5861762166023254,"Jan 24, 2025, 9:06:17 PM PST",POSITIVE,0.8408308029174805
3001,motivation and mental strength,0.3796866536140442,"Jan 24, 2025, 9:06:17 PM PST",POSITIVE,0.8408308029174805
3001,mental health experiences,0.3186463415622711,"Jan 24, 2025, 9:06:17 PM PST",POSITIVE,0.8408308029174805
1001,motivation and mental strength,0.9654925465583801,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,mindfulness and mental wellness,0.9652788043022156,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,self-improvement and personal growth,0.9304986000061035,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,mental health experiences,0.9254533648490906,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,mental health education,0.888854444026947,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,self-care practices,0.8254626393318176,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,addiction awareness and recovery,0.8127290606498718,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,therapy and mental health support,0.7812934517860413,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,depression and emotional support,0.778631329536438,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,emotional health discussion,0.7697164416313171,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,sleep and mental wellness,0.7370631694793701,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,trauma awareness and healing,0.730298638343811,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,work-life balance and burnout,0.6132718920707703,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,social anxiety and relationships,0.6042840480804443,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
1001,anxiety and stress management,0.4724065065383911,"Feb 7, 2025, 5:41:15 AM PST",POSITIVE,0.7927765250205994
